PropertyID,ParID,UseDescription,Rental?,RentalPermit?,OwnerID,AgentID,Zoning,OpenIssueType,OpenIssueNote,Image,PropertyType,ResidenceType,VacantLand?,OccupancyPermit?,OccupancyPermitDate,RentalPermitDate,PropertyStatus,StatusDate,Note,SewerDistrict,UCCPermit?,UCCPermitDate,ZoningApproval?,ZoningApprovalDate,PassDyeTest?,PassDyeTestDate,CountyHyperlink,municode_1
16022,0452L00108000000,Single family                 ,0,0,714,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452L00108000000,953
16023,0371L00228000000,Single family                 ,0,0,1190,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371L00228000000,816
16024,0452L00048000000,Single family                 ,0,0,2305,737,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452L00048000000,953
16025,0452G00100000000,Single family                 ,1,0,1662,193,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452G00100000000,953
16026,0452G00104000000,Single family                 ,0,0,1391,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452G00104000000,953
16027,0298M00001010200,Condominium                   ,0,0,3098,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001010200,816
16028,0298M00001030600,Condominium                   ,1,0,3402,792,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001030600,816
16029,0298M00001010300,Condominium                   ,1,0,3641,896,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001010300,816
16030,0298M00001030200,Condominium                   ,1,0,3875,869,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001030200,816
16031,0298M00001050200,Condominium                   ,0,0,978,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001050200,816
16032,0298M00001010100,Condominium                   ,1,0,372,170,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001010100,816
16033,0298M00001020300,Condominium                   ,0,0,104,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001020300,816
16034,0298M00001020100,Condominium                   ,1,0,1811,489,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001020100,816
16035,0298M00001040700,Condominium                   ,0,0,761,89,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001040700,816
16036,0298M00001020400,Condominium                   ,1,0,1196,388,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001020400,816
16037,0298M00001020200,Condominium                   ,1,0,4173,85,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001020200,816
16038,0298M00001040600,Condominium                   ,1,0,3535,813,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001040600,816
16039,0298M00001020500,Condominium                   ,0,0,1224,,,,,,Residential                   ,,0,0,,,,,"Carlo & Kelly Morgano & Sheila Moffat, Unit 205",,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001020500,816
16040,0454G00150000000,Cemetery/monuments            ,0,0,661,93,,,,,Commercial                    ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454G00150000000,953
16041,0298M00001040500,Condominium                   ,0,0,3480,724,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001040500,816
16042,0298M00001050800,Condominium                   ,1,0,4079,903,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001050800,816
16043,0298M00001030300,Condominium                   ,1,0,4139,918,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001030300,816
16044,0298M00001050100,Condominium                   ,1,0,3101,293,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001050100,816
16045,0298M00001030700,Condominium                   ,1,0,557,282,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001030700,816
16046,0298M00001040400,Condominium                   ,1,0,3147,711,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001040400,816
16047,0298M00001010600,Condominium                   ,0,0,3676,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001010600,816
16048,0298M00001020700,Condominium                   ,1,0,2339,588,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001020700,816
16049,0298M00001040100,Condominium                   ,1,0,330,250,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001040100,816
16050,0454B00185000000,Single family                 ,0,0,2187,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454B00185000000,953
16051,0452L00086000000,Single family                 ,0,0,4384,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452L00086000000,953
16052,0298M00001040300,Condominium                   ,0,0,920,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001040300,816
16053,0298M00001030400,Condominium                   ,1,0,3475,836,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001030400,816
16054,0298M00001020600,Condominium                   ,0,0,104,86,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001020600,816
16055,0298M00001050500,Condominium                   ,0,0,288,90,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001050500,816
16056,0298M00001010500,Condominium                   ,0,0,2294,584,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001010500,816
16057,0455A00270000000,Commercial garage             ,0,0,3266,,,,,,Commercial                    ,,0,0,,,,,"Deborah 412-829-7900, Per Leonard use 220 Sunrise Dr. Irwin, PA 15642 as mail add. 7-11-16",,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0455A00270000000,953
16058,0452E00031000000,Municipal government          ,0,0,377,74,,,,,Government                    ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452E00031000000,816
16059,0453K00130000000,Vacant land                   ,1,0,4058,18,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0453K00130000000,953
16060,0452E00045000000,Municipal government          ,0,0,378,74,,,,,Government                    ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452E00045000000,816
16061,0453J00146000000,Single family                 ,0,0,602,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0453J00146000000,953
16062,0454R00060000100,Vacant land                   ,1,0,5,187,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454R00060000100,953
16063,0452S00004000000,Single family                 ,0,0,1212,939,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452S00004000000,953
16064,0453D00008000000,Office - 1-2 stories          ,0,0,3180,805,,,,,Commercial                    ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0453D00008000000,953
16065,0452J00108000000,Single family                 ,0,0,3711,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452J00108000000,816
16066,0452S00036000000,Single family                 ,0,0,2145,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452S00036000000,953
16067,0452J00115000000,Single family                 ,0,0,3279,639,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452J00115000000,816
16068,0452N00004000000,Single family                 ,0,0,1393,504,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452N00004000000,816
16069,0452D00147000000,Single family                 ,0,0,2796,939,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452D00147000000,953
16070,0452S00014000000,Single family                 ,0,0,1317,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452S00014000000,953
16071,0452R00400000000,Municipal government          ,0,0,374,74,,,,,Government                    ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452R00400000000,816
16072,0452L00200000000,Vacant land                   ,1,0,3503,154,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452L00200000000,953
16073,0452K00030000000,Single family                 ,0,0,2493,,,,,,Residential                   ,,0,0,,,,,Stanley Markovitz (deceased),,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452K00030000000,816
16074,0452J00110000000,Single family                 ,0,0,258,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452J00110000000,816
16075,0452R00380000000,Single family                 ,0,0,161,218,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452R00380000000,953
16076,0452S00032000000,Single family                 ,0,0,514,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452S00032000000,953
16077,0452S00044000000,Single family                 ,0,0,4081,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452S00044000000,953
16078,0452K00032000000,Single family                 ,0,0,3500,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452K00032000000,816
16079,0541J00304000000,Single family                 ,0,0,1402,724,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541J00304000000,953
16080,0452J00102000000,Single family                 ,0,0,690,200,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452J00102000000,816
16081,0452P00014000000,Single family                 ,0,0,1958,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452P00014000000,816
16082,0452J00106000000,Single family                 ,0,0,1284,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452J00106000000,816
16083,0453C00125000000,Vacant land                   ,1,0,2112,765,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0453C00125000000,816
16084,0298M00001050600,Condominium                   ,0,0,119,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001050600,816
16085,0298M00001030500,Condominium                   ,1,0,2115,554,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001030500,816
16086,0298M00001050300,Condominium                   ,0,0,188,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298M00001050300,816
16087,0452S00040000000,Single family                 ,0,0,486,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452S00040000000,953
16088,0452S00020000000,Single family                 ,0,0,3900,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452S00020000000,953
16089,0451R00183000000,Single family                 ,0,0,510,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0451R00183000000,953
16090,0454N00243000000,Vacant land                   ,1,0,1912,,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454N00243000000,953
16091,0454N00168000000,Vacant land                   ,1,0,2712,,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454N00168000000,953
16092,0454N00252000000,Single family                 ,1,0,254,240,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454N00252000000,953
16093,0451R00188000000,Single family                 ,0,0,4297,218,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0451R00188000000,953
16094,0451R00068000000,Single family                 ,0,0,4503,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0451R00068000000,953
16095,0454J00164000000,Vacant land                   ,1,0,302,724,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454J00164000000,953
16096,0454N00242000000,Single family                 ,0,0,2336,301,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454N00242000000,953
16097,0452R00300000002,Vacant land                   ,1,0,1630,,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452R00300000002,953
16098,0372R00064000002,"Coal rights, working interests",0,0,3989,,,,,,Other                         ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372R00064000002,953
16099,0541G00385000000,Single family                 ,1,0,552,281,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541G00385000000,953
16100,0541F00184000000,Single family                 ,0,0,4302,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541F00184000000,953
16101,0454J00166000000,Single family                 ,0,0,302,724,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454J00166000000,953
16102,0454N00169000000,Vacant land                   ,1,0,2748,,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454N00169000000,953
16103,0541E00106000000,Single family                 ,0,0,4454,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00106000000,953
16104,0541E00082000000,Single family                 ,0,0,4105,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00082000000,953
16105,0541P00130000000,Vacant land                   ,1,0,668,,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541P00130000000,953
16106,0541E00116000000,Single family                 ,0,0,3073,309,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00116000000,953
16107,0452C00020000000,Office/warehouse              ,0,0,890,338,,,,,Commercial                    ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452C00020000000,953
16108,0541E00112000000,Single family                 ,0,0,3070,448,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00112000000,953
16109,0541A00040000000,Single family                 ,0,0,3809,309,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541A00040000000,953
16110,0541E00108000000,Single family                 ,0,0,518,939,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00108000000,953
16111,0541E00196000000,Single family                 ,0,0,3997,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00196000000,953
16112,0452M00144000000,Single family                 ,0,0,2649,737,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452M00144000000,953
16113,0541F00012000000,Single family                 ,0,0,2498,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541F00012000000,953
16114,0541E00158000000,Single family                 ,0,0,2711,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00158000000,953
16115,0541F00004000000,Single family                 ,0,0,712,939,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541F00004000000,953
16116,0541E00170000000,Single family                 ,0,0,194,418,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00170000000,953
16117,0454N00246000000,Vacant land                   ,1,0,2097,,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454N00246000000,953
16118,0541A00035000000,Single family                 ,0,0,2358,911,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541A00035000000,953
16119,0541K00186000000,Single family                 ,0,0,3689,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541K00186000000,953
16120,0541E00186000000,Single family                 ,0,0,595,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00186000000,953
16121,0541E00190000000,Single family                 ,1,0,1265,23,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00190000000,953
16122,0374D00063000002,"Coal rights, working interests",0,0,3019,,,,,,Other                         ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0374D00063000002,953
16123,0454N00170000000,Single family                 ,1,0,4483,977,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454N00170000000,953
16124,0454N00244000000,Vacant land                   ,1,0,1509,,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454N00244000000,953
16125,0541E00092000000,Single family                 ,1,0,1490,340,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00092000000,953
16126,0541J00002000000,Single family                 ,0,0,2594,362,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541J00002000000,953
16127,0541E00096000000,Single family                 ,0,0,4114,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00096000000,953
16128,0541E00192000000,Single family                 ,0,0,1336,309,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00192000000,953
16129,0541E00086000000,Single family                 ,0,0,445,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00086000000,953
16130,0541L00175000000,Vacant land                   ,1,0,804,326,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541L00175000000,953
16131,0541E00154000000,Single family                 ,0,0,2174,301,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00154000000,953
16132,0541E00084000000,Single family                 ,0,0,589,361,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00084000000,953
16133,0541F00296000100,Vacant land                   ,1,0,4500,978,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541F00296000100,953
16134,0541E00194000000,Single family                 ,0,0,4106,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00194000000,953
16135,0541E00100000000,Single family                 ,0,0,428,309,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00100000000,953
16136,0541E00114000000,Single family                 ,0,0,2462,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00114000000,953
16137,0541F00301000000,Single family                 ,0,0,4245,517,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541F00301000000,953
16138,0541E00110000000,Single family                 ,0,0,1883,911,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00110000000,953
16139,0541E00104000000,Single family                 ,0,0,3494,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00104000000,953
16140,0541E00182000000,Single family                 ,0,0,164,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00182000000,953
16141,0541E00200000000,Single family                 ,0,0,2172,942,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00200000000,953
16142,0541E00168000000,Single family                 ,1,0,1063,360,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00168000000,953
16143,0541E00152000000,Single family                 ,0,0,695,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00152000000,953
16144,0541E00180000000,Single family                 ,0,0,653,301,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00180000000,953
16145,0541E00098000000,Single family                 ,1,0,2280,581,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00098000000,953
