"ViolationID","municode_1","Violation","ViolationLetter","Active"
296,847,"§6-301. Disorderly Conduct Prohibited.","Disorderly conduct, as defined in the Pennsylvania Crimes Code, 18 Pa.C.S.A.
§5503, is hereby prohibited within the Borough. A person is guilty of disorderly conduct
if he:
A. Engages in fighting or in threatening, violent or tumultuous behavior.
B. Makes unreasonable noise.
C. Creates a hazardous or physically offensive condition by any act which
serves no legitimate purpose of the actor.
Provided: as used in this Section, the word “public” means affecting or likely
to affect persons in a place to which the public or a substantial group has access.
Among the places included are streets, alleys and sidewalks, transport facilities,
schools, prisons, apartment houses, places of business or amusement, any
neighborhood, or any premises which are open to the public.",1
297,847,"308.1 Handrails and Guardrails general","Every exterior and interior flight of stairs having more than four risers shall have a handrail on one side of the stair and every open portion of a stair, landing, balcony, porch, deck, ramp or other walking surface that is 30 inches above the floor or grade below shall have guards.  Handrails shall be not less than 30 inches in height or more than 42 inches in height measure vertically above the nosing of the tread or above the finished floor of the landing.",1
298,847,"304.10 Stairways, Decks, Porches and Balconies","Every exterior stairway, deck, porch and balcony, and all appurtenances attached thereto, shall be maintained structurally sound, in good repair, with proper anchorage and capable of supporting the imposed loads.",1
299,847,"304.9 Overhang Extensions.","Overhang extensions including but not limited to canopies marquees signs metal awnings fire escapes standpipes and exhaust ducts shall be maintained in good repair and properly anchored so as to be kept in a sound condition.",1
300,867,"302.4 Protective Treatment","Exterior surfaces, Including but not limited to, doors door and window frames porches trim balconies decks and fences shall be maintained in good condition and with a protective treatment from the elements.  All wood surfaces, other than decay-resistant woods, shall have a protective treatment.  All chipping paint and damaged treatments shall be repaired.  All exterior surfaces shall be maintaine water tight.",1
301,867,"304.13 Window, Skylight, and Door Frames","Every window, skylight, door and frame shall be kept in sound condition, good repair and weather tight.",1
302,867,"304.13.2 Openable Windows","Every window, other than a fixed window, shall be easily openable and capable of being held in position by window hardware.",1
303,867,"304.15 Doors","Exterior doors, door assemblies, operator systems if provided and hardware shall be maintained in good condition.  Locks at all entrances to dwelling units and sleeping units shall tightly secure the door.",1
304,867,"304.16 Basement Hatchways","Every basement hatchway shall be maintained to prevent the entrance of rodents, rain and surface drainage",1
305,867,"304.18 Building Security","Doors windows or hatchways for dwelling units, room units or housekeeping units shall be provided with devices designed to provide security for the occupants and property within",1
306,867,"304.18.1 Door Security","Doors providing access to a dwelling unit, rooming unit or housekeeping unit that is rented, leased or let shall be equipped with a deadbolt lock designed to be readily openable from the side from which egress is to be made without the need for keys, special knowledge or effort and shall have a minimum lock throw of 1 inch.",1
307,867,"305.1 Interior Structures General","The interior of a structure and equipment therein shall be maintained in good repair, structurally sound, and in a sanitary condition.  Occupants shall keep the area of the structure that they occupy or control in a clean and sanitary condition.  Every owner of a structure containing a rooming house housekeeping units, a hotel, a dormitory, two or more dwelling units or two or more nonresidential occupancies, shall maintain in clean and sanitary conitions the shared or public areas of the structure and exterior property",1
308,867,"305.3 Interior Surfaces","Interior surfaces including windows and doors shall be maintained in good clean and sanitary condition.  Peeling, chipping, flaking or abraded paint shall be repaired, removed or covered.  Cracked or loose plaster, decaying wood, and other defective surface conditions shall be corrected.",1
309,867,"305.4 Stairs and walking surfaces","Every stair, ramp, and landing, balcony, porch, deck or other walking surface shall be kept in sound condition and good repair.",1
310,867,"305.6 Interior Doors","Every interior door shall fit reasonably well within its frame and shall be capable of being opened and closed by being properly and securely attached to jambs, headers or tracks as intended by the manufacturer.",1
311,867,"308.1 Accumulation of rubbish or garbage","Exerior property and premises and interior of every structure shall be free from any accumulation of rubbish or garbage",1
312,867,"308.2 Disposal of rubbish","Every occupant shall dispose of rubish in an approved container.",1
313,867,"302.1 Sanitation","Exterior property and premises shall be maintained in a clean safe and sanitary condition.",1
314,867,"302.7 Accessory Structures","Accessory structures, including detached garages fences and walls, shall be maintained structurally sound and in good repair.",1
315,867,"504.1 Plumbing Systems and Fixtures","Plumbing fixtures shall be properly installed and maintained in working order, and shall be kept free from obstructions, leaks and defects and be capable of performing the function for which such plumbing fixtures are designed.  Plumbing fixtures shall be maintained in s a safe sanitary and functional condition.",1
316,867,"505.1 Water System","Every sink, lavatory, bathtub or shower, drinking fountain, water closet or other plumbing fixture shall be properly connected to either a public water system or to an approved private water system.  Kitchen sinks lavatories laundry facilities bathtubs and showers shall be supplied with hot or tempered and cold running water in accordance with the international plumbing code.",1
317,867,"505.4 Water Heating Facilities","Water heating facilities shall be properly installed maintained and capable of providing adequate amount of water to be drawn.  An approved combination temperature and pressure relief valve and relief valve discharge pie shall be properly installed and maintained on water heaters.",1
318,867,"605.1 Electrical Equipment Installation","Electrical equipment wiring and appliances shall be properly installed and maintained in a safe and approved manner.",1
319,867,"605.2 Receptacles","Every habitable space in a dwelling shall conain not less than two separate and remote receptacle outlets.  Every laundry area shall contain not less than one grounding type receptacle or a receptacle with a ground fault circuit interrupter.  Every bathroom shall contain not less than one receptacle.  Any new bathroom receptacle outlet shall have ground fault circuit interrupter protection.",1
320,867,"704.2.1.2 Smoke Detectors","Smoke detectors shall be installed on the ceiling or wall outside of each separate sleeping area in the immediate vicinity of bedrooms, in each room used for sleeping purposes, in each story within a dwelling unit, including basements but not including crawl spaces and uninhabitable attics.",1
321,847,"605.1 Electrical Equipment Installation","Electrical equipment, wiring and appliances shall be properly installed and maintained in a safe and approved manner.",1
322,847,"605.2 Receptacles","Every habitable space in a dwelling shall contain not less than two separate and remote receptacle outlets.  Every laundry area shall contain not less than one grounding-type receptacle with a ground fault circuit interrupter.  Every bathroom shall contain not less than one receptacle.  Any new bathroom receptacle outlet shall have ground fault circuit interrupter protection.  All receptacle outlets shall have the appropriate faceplate cover for the location.",1
323,821,"304.9 Overhang Extensions","Overhang extensions including, but not limited to, canopies, marquees, signs, metal awnings, fire escapes, standpipes, and exhaust ducts shall be maintained in good repair and be properly anchored so as to be kept in a sound condition.",1
324,847,"304.18 Building Security","Doors, windows or hatchways for dwelling units, room units, or housekeeping units shall be provided with devices designed to provide security for the occupants and property within.",1
325,847,"304.18.1 Doors Security","Doors providing access to a dwelling unit, rooming unit, or housekeeping unit that is rented, leased or let shall be equipped with a deadbolt lock designed to be readily openable from the side from which egress is to be made without the need for keys, special knowledge or effort and shall have a minimum lock throw of one inch.",1
326,847,"304.18.3 Basement Hatchways security","Basement hatchways that provide access to a dwelling unit, rooming unit or housekeeping unit that is rented leased or let shall be equipped with devices that secure the units from unauthorized entry.",1
327,847,"304.16 Basement Hatchways Functioning","Every basement hatchway shall be maintained to prevent the entrance of rodents, rain and surface drainage water.",1
328,867,"302.1 Sanitation","Exterior property and premises shall be maintained in a clean, safe and sanitary condition.  The occupant shall keep that part of the exterior property that such occupants occupies or controls in a clean and sanitary condition",1
329,847,"§6-301. Disorderly Conduct Prohibited.","Disorderly conduct is hereby prohibited within the borough.  A person is guilty of disorderly conduct if he:
A.  Engages in fighting or in threatening, vioolent or tumultuous behavior
B.  Makes unreasonable noise.
C.  Creates a hazardous or physically offensive condition by any act which serves no legitimate purpose of the actor.",1
330,847,"§6-501. Ball Playing, Snowballing and Throwing Stones and other Missiles on
Streets and Sidewalks Prohibited.","1.  Ball playing, including the throwing, kicking or knocking of any ball, snowballing, and the throwing of any stone or other missile of any kind upon or onto any of the public streets, alleys or sidewalks in the borough is hereby prohibited.",1
331,821,"505.1 General Water System","Every sink, lavatory, bathtub or shower, drinking fountain water closet or other plumbing fixture shall be properly connected to either a public water system or to an approved private water system.",1
332,821,"505.3 Water Supply","The water supply system shall be installed and maintained to provide a supply of water to plumbing fixtures, devices and appurtenances in sufficient volume and at pressure adequate to enable the fixtures to function properly, safely and free from defects and leaks.",1
333,847,"506.2 Plumbing Maintenance"," Every plumbing stack, vent, waste and sewer line shall function properly and be kept free from obstructions, leaks and defects",1
334,847,"504.1 Plumbing System Fixtures","All plumbing fixtures shall be properly installed and maintained in working order, and shall be kept free from obstructions, leaks and defects and be capable of performing the function for which such plumbing fixtures are designed. All plumbing fixtures shall be maintained in a safe, sanitary and functional condition.",1
335,821,"§ 11-203. 6. Disruptive Conduct, Occupant Duties","6. Disruptive Conduct.
A. The occupant shall not engage in, nor tolerate, nor permit others on the premises to engage in disruptive conduct or other violations of this Part. B. When police or the Code Enforcement Officer investigate, an alleged incident of disruptive conduct, he or she shall complete a disruptive conduct report upon a finding that the reported incident did, in his or her judgment, constitute “disruptive conduct” as defined herein. The information filled in on said report shall include, if possible, the identity or identities of the alleged perpetrators(s) of the disruptive conduct and all other obtainable information including the factual basis for the disruptive conduct requested on the prescribed form. Where the police make such investigation, said police officer shall then submit the completed disruptive conduct report to the Code Enforcement Officer within 7 working days. In all cases, the Code Enforcement Officer shall mail a copy of the disruptive conduct report to the owner or manager within 10 working days of the occurrence of the alleged disruptive conduct, whether the person making the investigation on behalf of the Borough is the Code Enforcement Officer or police. In the event that three disruptive conduct
incidents occur involving the same occupant or occupants, the Code Enforcement Officer may direct the owner to evict the occupants who violated this Part.",1
336,821,"304.13 Windows, Door Frames, Skylights","Every window, skylight, door and frame shall be kept in sound condition, good repair and weather tight",1
337,821,"§ 11-202.9 Housing Violation Enforcement","A. Within 10 days after receipt of written notice from the Code Enforcement Officer that an occupant of a regulated rental unit has violated a provision of this part, the owner shall take immediate steps to remedy the violation and take steps to assure that there is not a reoccurrence of the violation and take steps to assure that there is not a reoccurrence of the violation.

B.  Within 20 days after receipt of a notice of violation, the owner shall file with the Code Enforcement Officer a report on a form provided by the Borough, setting forth what action the owner has taken to remedy the violation and what steps he or she has taken to prevent a reoccurrence of the violation.  The report shall also set forth a plan as to steps the owner will take in the future if the violation recurs.

C.  The Code Enforcement Officer shall review the report and, if adequate steps have been taken and the plan is adequate to address future violations, shall approve the plan.  The owner shall, on his or her initiative, enforce the plan and failure to do so will be a violation of this part.

D.  In the event that a third of violation occurs with a license year involving the same occupant or occupants, the Code Enforcement Officer may direct the owner to evict the occupants who violated this part and to not permit the occupant to occupy the premises during the subsequent licensing period.

E.  If an Occupant has been Evicted from a regulated unit pursuant to this part, he or she shall not be eligible to rent any other regulated unit within the Borough of East McKeesport for one year from the date of the third violation.",1
338,821,"§19-104.7 Sign Maintenance, Repair and Removal","Every sign permitted by this Part shall bekept in good condition and repair. When any sign becomes insecure, in danger of falling or is otherwise deemed unsafe by the code official, or if any sign shall be unlawfully installed, erected or maintained in violation of any of the provisions of this Part, the owner thereof or the person or firm using same shall, upon written notice by the code official forthwith in the case of immediate danger, and in any case within not more than 10 days, make such sign conform to the provisions of this Part, or shall remove it. If within 10 days the order is not complied with, the code official shall be permitted to remove or cause such sign to be removed at the expense of the owner and/or the user of the sign.",1
339,821,"§19-108.3.F Window Signs","Window signs shall be permitted for any nonresidential use in a residential district, and for all commercial and industrial districts, subject to the following limitations:
(1) The aggregate area of all such signs shall not exceed 20% of the window area on which such signs are displayed. Window panels separated by muntins or mullions shall be considered as one continuous window area.
(2) No window sign shall be permitted if said sign shall block or obstruct a view which is unsafe for customers or pedestrians using the occupancy.
(3) Window signs shall be included in the determination of allowable signs and area permitted by any occupancy under this Part.
(4) No window sign or any other approved sign shall include statements, words, or pictures that are considered to be vulgar, obscene, or pornographic.
(5) Window signs shall not be used in a residential dwelling to promote any nonresidential use or product unless such residence is zoned for commercial use and a commercial occupancy certificate is obtained by the owner.",1
340,821,"§19-104.8 Obsolete Sign Copy","Any sign copy that no longer advertises or identifies a use conducted on the property on which said sign is erected must have the sign copy covered or removed within 30 days after written notification from the code official; and, upon failure to comply with such notice, the code official is hereby authorized to cause removal of such sign copy, and any expense incident thereto shall be paid by the owner of the building, structure or ground on which the sign is located.",1
341,847,"304.13 Window, Skylight, and Door Frames","Every window, skylight, door and frame shall be kept in sound condtion, good repair and weather tight.",1
342,847,"304.13.2 Openable Windows","Every window, other than a fixed window, shall be ewasily openable and capable of being held in position by window hardware.",1
343,847,"1014.  Adoption of 2015 IPMC","An ordinance of the borough of Pitcairn, Allegheny County, Pennsylvania, adopting the 2015 edition of the International Property Maintenance Code, regulating and governing the conditions and maintenance of all property, buildings and structures; by providing the standards for supplied utilities and facilities and other physical things and conditions essential to ensure that structures are safe, sanitary and fit for occupation and use; and the condemnation of buildings and structures unfit for human occupancy and use, and the demolition of such existing structures in the Borough of Pitcairn; providing for the issuance of permits and collection of fees therefore; repealing all other ordinances and parts of the ordinances in conflict therewith.",1
344,867,"§ 122-1 Dangerous Buildings","All buildings or structures which have any or all of the following defects shall be deemed ""dangerous buildings"":
A. 

Those whose interior walls or other vertical structural members list, lean or buckle to such an extent that a plumb line passing through the center of gravity falls outside of the middle third of its base.

B. 

Those which, exclusive of the foundations, show 33% or more of damage or deterioration of the supporting member or members or 50% of damage or deterioration of the nonsupporting  enclosing or outside walls or covering.

C. 

Those which have improperly distributed loads upon the floors or roofs or in which the same are overloaded, or which have insufficient strength to be reasonably safe for the purpose used.

D. 

Those which have been damaged by fire, wind or other causes so as to have become dangerous to life, safety, morals or the general health and welfare of the occupants or the people of the Borough of Wilmerding.

E. 

Those which have become or are so dilapidated, decayed, unsafe or which so utterly fail to provide the amenities essential to decent living that they are unfit for human habitation or are likely to cause sickness or disease so as to work injury to the health, morals, safety or general welfare of those living therein.

F. 

Those having light, air and sanitation facilities which are inadequate to protect the health, morals, safety or general welfare of human beings who live or may live therein.

G. 

Those having inadequate facilities for egress in case of fire or panic or those having insufficient stairways, elevators, fire escapes, or other means of communication.

H. 

Those which have parts thereof which are so attached that they may fall and injure members of the public or property.

I. 

Those which because of their condition are unsafe, unsanitary or dangerous to the health, morals, safety or general welfare of the people of this Borough.

J. 

Those buildings existing in violation of any provision of the Building Code of this Borough or in violation of the Fire Prevention Code or other ordinances of this Borough.",1
345,867,"§ 122-3 Dangerous Buildings Deamed Nuisance","All ""dangerous buildings,"" within the terms of § 122-1 of this chapter, are hereby declared to be public nuisances and shall be repaired, vacated or demolished as hereinbefore and hereinafter provided",1
346,867,"§ 210-2 Health Hazards and Nuisances Prohibited","It shall be unlawful for any person to create or maintain any condition upon his property which could directly or indirectly cause a nuisance or health hazard to residents of the Borough of Wilmerding. Specifically, the unsheltered storage or maintenance of unused, stripped, damaged and generally unusable machinery or equipment or materials shall be considered a nuisance and/or health hazard if any of the following conditions exist:

A. 

Broken glass or metal parts with sharp or protruding edges.

B. 

Openings or areas which are conducive to the harboring and growth of vermin.

C. 

Storage in any manner which would allow the equipment, machinery, material or any parts thereof to easily shift, tilt or fall from its original storage position.

D. 

Contains any liquid or material of a hazardous or potentially hazardous nature, including, but not limited to, gasoline, oil, battery acids, refrigeration agents, and poisons.

E. 

Any other condition which, in the opinion of the inspecting official, shall be deemed to be a health hazard, potential health hazard or nuisance.",1
347,867,"§ 192-1 Littering prohibited.","It shall be unlawful for any person, firm or corporation or any agent thereof to place, throw, store, accumulate or maintain, or cause to be placed, thrown, stored, accumulated or maintained, any used cans, papers, paper boxes, used lumber, rubbish, debris, animal matter, garbage, empty bottles or other containers upon any property within the Borough or on or near any alley, highway or stream located in said Borough, except in accordance with any Borough ordinance dealing with the collection of garbage, refuse, trash or solid waste",1
348,847," §15-601 Manner of Parking","Every vehicle parked in an unmetered parking lot shall be parked wholly within the lines bounding or marking the individual parking space assigned to that vehicle, and shall be parked headed into the parking space. It shall be unlawful for any person: 
A. To park a vehicle in a space not rented by him.
B. To park a vehicle otherwise than as required by this section; or 
C. To park a vehicle elsewhere than in an individual parking space, the prohibited areas including, but not limited to, the access and exit driveways and turing and maneuvering spaces.",1
349,867,"302.4 Weeds","Premises and exterior property shall be maintained free from weeds or plant growth in excess of eight inches.  Noxious weeds shall be prohibited.  Weeds shall be defined as all grasses, annual plants and vegetation, other than trees or shrubs provided; however this term shall not include cultivated flowers and gardens.",1
